Species 0 Landings,Species 1 Landings,Species 0 Recruitment,Species 1 Recruitment,Average Cash-Flow,Total Effort,Biomass Species 0,Biomass Species 1
1022304.510000001,83483.12000000001,533119.2002425845,818162.0843375438,33820.835159334325,632788.0,1950362.0574178,3198095.4059809484
599878.3199999994,16292.27,456382.45914096566,767508.3432707853,17203.313421010105,421719.0,1756393.9765587652,3949987.4192517344
477747.98,208932.33999999997,386182.5094263005,518580.9072542471,19934.62892206869,703988.0,1643950.2359850656,4236368.806505982
320191.9300000002,239952.01000000007,325103.2659111789,341991.181548624,15597.696926358976,562093.0,1625702.7218962444,4302996.328054605
312107.96,31967.54,243798.57363698518,234558.65926950888,8776.63519650775,830367.0,1537145.0855332299,4504668.647324114
303781.63000000006,58968.880000000005,193581.9793656457,164452.62264148908,9167.226574363925,731642.0,1406470.4948988762,4599215.009965603
283439.7599999998,103742.87999999999,225824.13727746357,155922.569240547,9824.468336277185,620429.0,1318662.7221763395,4632320.32920615
163352.67000000022,309315.28000000014,273116.4972909475,225511.18152584255,12453.341272594009,477059.0,1414824.4794672872,4492806.570731993
277126.4000000001,98171.30000000002,276296.4426678632,237025.6586261032,9264.622368163737,498209.0,1386107.0321351504,4622116.839358096
262691.66999999987,97594.92,281822.00700397056,198739.45739664946,9072.017466520496,725413.0,1390938.4491391212,4707195.906754745
332941.7000000004,43772.07,281854.05941407225,159795.47206854023,9486.959796209201,639105.0,1313072.7485531936,4819123.768823286
244139.44000000015,169216.94,286939.75766074343,125689.83523344541,10854.985814120837,734079.0,1350140.2562139377,4747982.064056732
181319.02999999994,187134.19999999998,269473.1437096553,99963.57693912793,9757.532607572788,924651.0,1435879.6899235928,4639230.520995859
290557.9899999998,82354.10999999997,249754.39566417766,109434.04733767622,9333.427075887137,570722.0,1367120.5355877702,4655132.048333536
213484.17000000016,56639.53999999999,246896.8162972387,102961.9612287562,6205.582731025324,808592.0,1388599.5218850086,4695921.559562292
159911.0699999997,12134.779999999999,239575.97557930578,89055.76426391519,3152.878187063036,966602.0,1465517.1574643143,4772874.523826207
233151.56999999983,9823.420000000002,217918.4344947617,72790.4904208682,5091.2641369763305,695260.0,1432171.7019590759,4834917.284247075
183557.79999999984,268003.0699999999,264729.7820900956,155308.6689457837,11516.68896282722,351000.0,1499286.6040491716,4662153.163192859
152245.84999999983,261785.5999999999,278982.2050790305,207181.12415909267,10440.351111936967,430617.0,1612599.2591282022,4571085.5573519515
69070.99000000005,341748.3499999995,278842.27860205556,247226.60753305233,10526.014896310297,560956.0,1823598.7777302575,4425197.574885004
